	ID	chrom	loc.start	loc.end	num.mark	seg.mean
0	TCGA-AZ-4315-01A-01D-1405-02	1	10132	249233082	0	0.000755768651645327
1	TCGA-AZ-4315-01A-01D-1405-02	2	10001	243102462	0	0.00423315693618068
2	TCGA-AZ-4315-01A-01D-1405-02	3	60174	60123855	0	-0.0022640248917028
3	TCGA-AZ-4315-01A-01D-1405-02	3	60123856	60227354	0	-0.568639568683108
4	TCGA-AZ-4315-01A-01D-1405-02	3	60227355	60625524	0	-0.0135953259981278
5	TCGA-AZ-4315-01A-01D-1405-02	3	60625525	61025437	0	-0.622498942815169
6	TCGA-AZ-4315-01A-01D-1405-02	3	61025438	168825447	0	0.00261980438334093
7	TCGA-AZ-4315-01A-01D-1405-02	3	168825448	168961337	0	-0.489961565307665
8	TCGA-AZ-4315-01A-01D-1405-02	3	168961338	174469054	0	0.0185831221605452
9	TCGA-AZ-4315-01A-01D-1405-02	3	174469055	174588537	0	0.411541921897794
10	TCGA-AZ-4315-01A-01D-1405-02	3	174588538	174766792	0	0.0394422786524652
11	TCGA-AZ-4315-01A-01D-1405-02	3	174766793	175506647	0	-0.594343528425214
12	TCGA-AZ-4315-01A-01D-1405-02	3	175506648	197962416	0	0.00777809401095551
13	TCGA-AZ-4315-01A-01D-1405-02	4	68789	74788453	0	-0.00436401464450551
14	TCGA-AZ-4315-01A-01D-1405-02	4	74788454	74929253	0	0.436605943267863
15	TCGA-AZ-4315-01A-01D-1405-02	4	74929254	190815179	0	0.0112891335446927
16	TCGA-AZ-4315-01A-01D-1405-02	5	11769	92865575	0	0.000176736070283839
17	TCGA-AZ-4315-01A-01D-1405-02	5	92865576	93110362	0	-0.570606912373763
18	TCGA-AZ-4315-01A-01D-1405-02	5	93110363	180905246	0	0.0064677130422201
19	TCGA-AZ-4315-01A-01D-1405-02	6	63814	171050932	0	0.0037457675836306
20	TCGA-AZ-4315-01A-01D-1405-02	7	10238	159128554	0	0.00857314290616314
21	TCGA-AZ-4315-01A-01D-1405-02	8	16292	146303846	0	-0.000412664954920493
22	TCGA-AZ-4315-01A-01D-1405-02	9	10001	16902706	0	0.00260383435750546
23	TCGA-AZ-4315-01A-01D-1405-02	9	16902707	18102280	0	-0.632549503064172
24	TCGA-AZ-4315-01A-01D-1405-02	9	18102281	141148894	0	-0.00686365138918782
25	TCGA-AZ-4315-01A-01D-1405-02	10	61818	135452143	0	-0.00286810860714582
26	TCGA-AZ-4315-01A-01D-1405-02	11	61356	134946515	0	-0.00371898238657943
27	TCGA-AZ-4315-01A-01D-1405-02	12	188401	133779447	0	0.000470606771795508
28	TCGA-AZ-4315-01A-01D-1405-02	13	19020028	45737254	0	0.00207100417494606
29	TCGA-AZ-4315-01A-01D-1405-02	13	45737255	46577586	0	-0.581774007360706
30	TCGA-AZ-4315-01A-01D-1405-02	13	46577587	115109864	0	-0.00674668717680641
31	TCGA-AZ-4315-01A-01D-1405-02	14	19450626	107289526	0	0.000904841669338865
32	TCGA-AZ-4315-01A-01D-1405-02	15	20000000	102521216	0	-0.00516683026178827
33	TCGA-AZ-4315-01A-01D-1405-02	16	60001	78224529	0	-0.0191662250596927
34	TCGA-AZ-4315-01A-01D-1405-02	16	78224530	78493338	0	-0.547050605161613
35	TCGA-AZ-4315-01A-01D-1405-02	16	78493339	78992945	0	-0.0404367198249322
36	TCGA-AZ-4315-01A-01D-1405-02	16	78992946	79067023	0	-0.613751893632246
37	TCGA-AZ-4315-01A-01D-1405-02	16	79067024	90294729	0	-0.00862728811399322
38	TCGA-AZ-4315-01A-01D-1405-02	17	1	44165666	0	-0.00811889602169383
39	TCGA-AZ-4315-01A-01D-1405-02	17	44165667	44576736	0	-0.310603213691129
40	TCGA-AZ-4315-01A-01D-1405-02	17	44576737	81060000	0	-0.0105331428684659
41	TCGA-AZ-4315-01A-01D-1405-02	18	10064	78016133	0	-0.00674651345226537
42	TCGA-AZ-4315-01A-01D-1405-02	19	70880	59114825	0	-0.0125250753436227
43	TCGA-AZ-4315-01A-01D-1405-02	20	60001	62965472	0	-0.00857156766115174
44	TCGA-AZ-4315-01A-01D-1405-02	21	14382473	48119754	0	-0.00388444455625303
45	TCGA-AZ-4315-01A-01D-1405-02	22	16051206	51244552	0	-0.0165702917924855
46	TCGA-AZ-4315-01A-01D-1405-02	X	2699503	154930285	0	-0.00212712219034725
47	TCGA-AZ-4315-01A-01D-1405-02	Y	2649474	28783863	0	0.0394674613996374
