 	ID	chrom	loc.start	loc.end	num.mark	seg.mean
0	TCGA-AG-3898-01A-01D-1428-01	1	1737357	1890552	61	-0.1495
1	TCGA-AG-3898-01A-01D-1428-01	1	1903712	5596138	2132	-0.3041
2	TCGA-AG-3898-01A-01D-1428-01	1	5596696	58655301	31150	-0.2323
3	TCGA-AG-3898-01A-01D-1428-01	1	58661825	108398571	32921	-0.2016
4	TCGA-AG-3898-01A-01D-1428-01	1	108402075	168450124	22249	0.0356
5	TCGA-AG-3898-01A-01D-1428-01	1	168450775	170494194	1667	0.0957
6	TCGA-AG-3898-01A-01D-1428-01	1	170498873	193617669	15328	0.0281
7	TCGA-AG-3898-01A-01D-1428-01	1	193620816	193631528	12	-0.7166
8	TCGA-AG-3898-01A-01D-1428-01	1	193716228	203720176	6591	0.0303
9	TCGA-AG-3898-01A-01D-1428-01	1	203724962	206946458	1921	0.2515
10	TCGA-AG-3898-01A-01D-1428-01	1	206946666	208040055	731	0.304
11	TCGA-AG-3898-01A-01D-1428-01	1	208043202	215173460	5286	0.2452
12	TCGA-AG-3898-01A-01D-1428-01	1	215174180	222477635	5244	0.2202
13	TCGA-AG-3898-01A-01D-1428-01	1	222478000	224167357	975	0.2443
14	TCGA-AG-3898-01A-01D-1428-01	1	224179046	224255839	36	0.4784
15	TCGA-AG-3898-01A-01D-1428-01	1	224256348	236496345	8403	0.2468
16	TCGA-AG-3898-01A-01D-1428-01	1	236496685	240192359	3068	0.2042
17	TCGA-AG-3898-01A-01D-1428-01	1	240197007	240204140	5	-0.9112
18	TCGA-AG-3898-01A-01D-1428-01	1	240204329	244155760	2974	0.2
19	TCGA-AG-3898-01A-01D-1428-01	1	244156199	249201800	3219	0.2299
20	TCGA-AG-3898-01A-01D-1428-01	2	12784	2880983	2003	-0.0609
21	TCGA-AG-3898-01A-01D-1428-01	2	2881070	4328320	1188	0.0139
22	TCGA-AG-3898-01A-01D-1428-01	2	4328591	7972763	3041	-0.0459
23	TCGA-AG-3898-01A-01D-1428-01	2	7975049	12113740	2986	0.0441
24	TCGA-AG-3898-01A-01D-1428-01	2	12114143	17355811	3916	0.0043
25	TCGA-AG-3898-01A-01D-1428-01	2	17356216	18008826	451	0.0834
26	TCGA-AG-3898-01A-01D-1428-01	2	18009319	20078991	1702	0.0048
27	TCGA-AG-3898-01A-01D-1428-01	2	20080026	21551676	956	0.0686
28	TCGA-AG-3898-01A-01D-1428-01	2	21552649	25699303	2481	0.0085
29	TCGA-AG-3898-01A-01D-1428-01	2	25706000	29406318	1900	0.0527
30	TCGA-AG-3898-01A-01D-1428-01	2	29437509	31610311	1747	-0.023
31	TCGA-AG-3898-01A-01D-1428-01	2	31617420	33194921	739	0.0554
32	TCGA-AG-3898-01A-01D-1428-01	2	33198240	35761910	1936	-0.006
33	TCGA-AG-3898-01A-01D-1428-01	2	35764414	42867608	5453	0.0398
34	TCGA-AG-3898-01A-01D-1428-01	2	42870897	44107701	842	-0.5365
35	TCGA-AG-3898-01A-01D-1428-01	2	44109507	47872787	2866	0.2627
36	TCGA-AG-3898-01A-01D-1428-01	2	47874514	52912242	3474	0.2186
37	TCGA-AG-3898-01A-01D-1428-01	2	52913332	54464934	1172	0.2512
38	TCGA-AG-3898-01A-01D-1428-01	2	54466376	56225588	1277	0.3017
39	TCGA-AG-3898-01A-01D-1428-01	2	56229384	64160385	4769	0.2363
40	TCGA-AG-3898-01A-01D-1428-01	2	64161010	65006551	592	-0.5025
41	TCGA-AG-3898-01A-01D-1428-01	2	65007900	65887419	552	0.0429
42	TCGA-AG-3898-01A-01D-1428-01	2	65887867	67148775	966	-0.0104
43	TCGA-AG-3898-01A-01D-1428-01	2	67152355	67536702	300	0.0253
44	TCGA-AG-3898-01A-01D-1428-01	2	67537229	68353123	663	-0.044
45	TCGA-AG-3898-01A-01D-1428-01	2	68353768	70996811	1791	0.0412
46	TCGA-AG-3898-01A-01D-1428-01	2	70998652	72482612	939	-0.0172
47	TCGA-AG-3898-01A-01D-1428-01	2	72485039	75649901	1719	0.0387
48	TCGA-AG-3898-01A-01D-1428-01	2	75650000	83638070	5371	-0.0029
49	TCGA-AG-3898-01A-01D-1428-01	2	83638134	113187755	12945	0.0175
50	TCGA-AG-3898-01A-01D-1428-01	2	113188211	113456724	140	-0.5589
51	TCGA-AG-3898-01A-01D-1428-01	2	113489255	115964006	1573	0.2519
52	TCGA-AG-3898-01A-01D-1428-01	2	115964312	118009214	1229	0.1857
53	TCGA-AG-3898-01A-01D-1428-01	2	118011809	133061959	9163	0.2346
54	TCGA-AG-3898-01A-01D-1428-01	2	133064390	133115037	22	0.5775
