	ID	chrom	loc.start	loc.end	num.mark	seg.mean
0	TCGA-AG-3894-01A-01D-1115-02	1	10001	560137	0	0.0517
1	TCGA-AG-3894-01A-01D-1115-02	1	560138	570137	0	1.9581
2	TCGA-AG-3894-01A-01D-1115-02	1	570138	2161140	0	0.0349
3	TCGA-AG-3894-01A-01D-1115-02	1	2161141	5590413	0	-0.1274
4	TCGA-AG-3894-01A-01D-1115-02	1	5590414	6365413	0	-0.0274
5	TCGA-AG-3894-01A-01D-1115-02	1	6365414	6831413	0	0.1038
6	TCGA-AG-3894-01A-01D-1115-02	1	6831414	7864413	0	-0.0609
7	TCGA-AG-3894-01A-01D-1115-02	1	7864414	10688413	0	0.1117
8	TCGA-AG-3894-01A-01D-1115-02	1	10688414	15440413	0	0.0012
9	TCGA-AG-3894-01A-01D-1115-02	1	15440414	16740413	0	0.1073
10	TCGA-AG-3894-01A-01D-1115-02	1	16740414	17810413	0	0.021
11	TCGA-AG-3894-01A-01D-1115-02	1	17810414	17832413	0	0.4603
12	TCGA-AG-3894-01A-01D-1115-02	1	17832414	19818413	0	-0.0399
13	TCGA-AG-3894-01A-01D-1115-02	1	19818414	19944413	0	0.2088
14	TCGA-AG-3894-01A-01D-1115-02	1	19944414	21413413	0	0.029
15	TCGA-AG-3894-01A-01D-1115-02	1	21413414	21582413	0	0.2372
16	TCGA-AG-3894-01A-01D-1115-02	1	21582414	22276413	0	0.0492
17	TCGA-AG-3894-01A-01D-1115-02	1	22276414	22428413	0	0.2385
18	TCGA-AG-3894-01A-01D-1115-02	1	22428414	23417413	0	-0.0216
19	TCGA-AG-3894-01A-01D-1115-02	1	23417414	25235413	0	0.1034
20	TCGA-AG-3894-01A-01D-1115-02	1	25235414	25374413	0	-0.1607
21	TCGA-AG-3894-01A-01D-1115-02	1	25374414	26703413	0	0.0516
22	TCGA-AG-3894-01A-01D-1115-02	1	26703414	29561413	0	0.1528
23	TCGA-AG-3894-01A-01D-1115-02	1	29561414	31483413	0	-0.0899
24	TCGA-AG-3894-01A-01D-1115-02	1	31483414	31686413	0	0.251
25	TCGA-AG-3894-01A-01D-1115-02	1	31686414	32058413	0	0.0784
26	TCGA-AG-3894-01A-01D-1115-02	1	32058414	32260413	0	-0.1003
27	TCGA-AG-3894-01A-01D-1115-02	1	32260414	33357413	0	0.1714
28	TCGA-AG-3894-01A-01D-1115-02	1	33357414	35474413	0	-0.0658
29	TCGA-AG-3894-01A-01D-1115-02	1	35474414	36980413	0	0.1103
30	TCGA-AG-3894-01A-01D-1115-02	1	36980414	37945413	0	-0.1036
31	TCGA-AG-3894-01A-01D-1115-02	1	37945414	39303413	0	-0.0203
32	TCGA-AG-3894-01A-01D-1115-02	1	39303414	39725413	0	0.154
33	TCGA-AG-3894-01A-01D-1115-02	1	39725414	41834413	0	0.0562
34	TCGA-AG-3894-01A-01D-1115-02	1	41834414	42523413	0	-0.1045
35	TCGA-AG-3894-01A-01D-1115-02	1	42523414	45110413	0	0.0278
36	TCGA-AG-3894-01A-01D-1115-02	1	45110414	46920413	0	0.1317
37	TCGA-AG-3894-01A-01D-1115-02	1	46920414	70721412	0	-0.0258
38	TCGA-AG-3894-01A-01D-1115-02	1	70721413	70985412	0	0.1192
39	TCGA-AG-3894-01A-01D-1115-02	1	70985413	78420412	0	-0.0814
40	TCGA-AG-3894-01A-01D-1115-02	1	78420413	84178412	0	-0.1032
41	TCGA-AG-3894-01A-01D-1115-02	1	84178413	89196412	0	-0.0361
42	TCGA-AG-3894-01A-01D-1115-02	1	89196413	89356412	0	0.1218
43	TCGA-AG-3894-01A-01D-1115-02	1	89356413	102017412	0	-0.0392
44	TCGA-AG-3894-01A-01D-1115-02	1	102017413	107973477	0	-0.1024
45	TCGA-AG-3894-01A-01D-1115-02	1	107973478	112889477	0	-0.0271
46	TCGA-AG-3894-01A-01D-1115-02	1	112889478	113629477	0	0.1234
47	TCGA-AG-3894-01A-01D-1115-02	1	113629478	121338477	0	-0.018
48	TCGA-AG-3894-01A-01D-1115-02	1	121338478	121484477	0	0.4698
49	TCGA-AG-3894-01A-01D-1115-02	1	121484478	121485434	0	0.5784
50	TCGA-AG-3894-01A-01D-1115-02	1	142535434	142647477	0	0.2134
51	TCGA-AG-3894-01A-01D-1115-02	1	142647478	150149376	0	0.0399
52	TCGA-AG-3894-01A-01D-1115-02	1	150149377	151662376	0	0.1844
53	TCGA-AG-3894-01A-01D-1115-02	1	151662377	153483376	0	0.0027
54	TCGA-AG-3894-01A-01D-1115-02	1	153483377	154445376	0	0.1632
55	TCGA-AG-3894-01A-01D-1115-02	1	154445377	155157376	0	0.0391
56	TCGA-AG-3894-01A-01D-1115-02	1	155157377	156383376	0	0.1758
57	TCGA-AG-3894-01A-01D-1115-02	1	156383377	160673376	0	0.0049
58	TCGA-AG-3894-01A-01D-1115-02	1	160673377	161321376	0	0.1279
59	TCGA-AG-3894-01A-01D-1115-02	1	161321377	171321376	0	0.0078
60	TCGA-AG-3894-01A-01D-1115-02	1	171321377	171386376	0	0.3168
61	TCGA-AG-3894-01A-01D-1115-02	1	171386377	175036377	0	0.0377
62	TCGA-AG-3894-01A-01D-1115-02	1	175036378	175768377	0	-0.1152
63	TCGA-AG-3894-01A-01D-1115-02	1	175768378	203503377	0	-0.0204
64	TCGA-AG-3894-01A-01D-1115-02	1	203503378	204098377	0	0.1413
65	TCGA-AG-3894-01A-01D-1115-02	1	204098378	225697377	0	-0.0119
66	TCGA-AG-3894-01A-01D-1115-02	1	225697378	226555377	0	0.1291
67	TCGA-AG-3894-01A-01D-1115-02	1	226555378	244796377	0	-0.0041
68	TCGA-AG-3894-01A-01D-1115-02	1	244796378	245443377	0	0.1134
69	TCGA-AG-3894-01A-01D-1115-02	1	245443378	249233096	0	-0.0054
70	TCGA-AG-3894-01A-01D-1115-02	2	10001	7615549	0	-0.1294
71	TCGA-AG-3894-01A-01D-1115-02	2	7615550	21041519	0	-0.0641
